customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
4341-COEXJ,2021-09-01,Refferal,2022-09-01,Premium,Annual,,,78.6,3458,38,0,advik,India,Uttar Pradesh,Male,1980-10-12 11:31:25,2026-06-27,N,84.0,1.0
7779-OGHKW,2025-04-01,Refferal,2026-04-01,Premium,Annual,,,92.11,3039,56,0,samesh,India,Delhi,Male,1996-12-21 11:31:25,,,,
5238-XXBKK,2022-03-04,Paid,2022-04-03,Premium,Monthly,,,29.1,785,62,0,jeet,India,Uttar Pradesh,Male,1957-10-18 11:31:25,2026-03-19,N,84.0,2.0
7955-OMEKQ,2025-07-29,Refferal,2025-08-28,Premium,Monthly,2026-04-21,Switched to competitor,43.33,1906,74,1,anjali,India,Telangana,Female,1986-06-05 11:31:25,2025-01-30,N,70.0,1.0
6828-PCLXK,2022-08-25,Paid,2022-09-24,Basic,Monthly,2023-10-25,Switched to competitor,8.09,372,71,1,veda,India,Rajasthan,Female,2002-11-30 11:31:25,,,,
5904-SHVNQ,2021-12-02,Paid,2022-01-01,Standard,Monthly,,,16.36,834,4,0,jhalak,India,Rajasthan,Female,1996-09-15 11:31:25,2025-12-16,N,63.0,1.0
3688-RGKAU,2022-07-11,Paid,2023-07-11,Premium,Annual,2025-03-07,Not enough content,46.23,3744,96,1,sudiksha,India,Delhi,Female,1957-06-12 11:31:25,,,,
9576-CNRVJ,2026-03-13,Organic,2026-04-12,Standard,Monthly,2026-05-05,Forgot to cancel trial,15.26,686,98,1,bhavya,India,Meghalaya,Female,1999-11-27 11:31:25,2025-12-02,N,51.0,2.0
4843-GKKAS,2024-07-17,Organic,2025-07-17,Basic,Annual,2024-12-10,Not enough content,9.5,817,94,1,sudiksha,India,Nagaland,Female,1999-05-14 11:31:25,,,,
5499-RFFWK,2026-01-14,Organic,2026-02-13,Standard,Monthly,,,16.33,1028,36,0,oni,India,Meghalaya,Female,1967-04-03 11:31:25,2024-11-13,N,58.0,1.0
5614-KOXLI,2021-08-30,Refferal,2022-08-30,Basic,Annual,,,8.3,215,11,0,kalpit,India,Uttar Pradesh,Male,1972-07-20 11:31:25,,,,
7035-KZJAF,2020-11-09,Refferal,2021-11-09,Premium,Annual,,,43.82,3943,22,0,libni,India,Rajasthan,Female,2004-04-29 11:31:25,2025-10-31,Y,19.0,2.0
2192-IXJEY,2023-02-23,Refferal,2024-02-23,Premium,Annual,,,77.4,6424,42,0,naksh,Nepal,Kathmandu,Male,1968-06-16 11:31:25,2026-08-10,N,51.0,2.0
8966-GSFRA,2022-02-06,Paid,2023-02-06,Standard,Annual,,,15.7,753,56,0,ikshita,India,Meghalaya,Female,1968-12-28 11:31:25,,,,
3304-JKEOX,2020-08-24,Refferal,2020-09-23,Standard,Monthly,2022-02-14,Too expensive,14.06,1026,79,1,tejas,India,Nagaland,Male,1964-09-02 11:31:25,2026-06-28,N,52.0,1.0
5901-UITCT,2022-09-24,Paid,2023-09-24,Standard,Annual,,,11.67,746,47,0,guneet,India,Delhi,Male,1995-12-16 11:31:25,,,,
6909-QUCSB,2026-02-03,Paid,2026-03-05,Premium,Monthly,,,20.15,624,33,0,bakhshi,Nepal,Kathmandu,Male,1999-12-28 11:31:25,,,,
1850-XLBRA,2024-03-21,Paid,2024-04-20,Premium,Monthly,,,54.13,1840,56,0,oni,India,Nagaland,Female,1987-01-14 11:31:25,,,,
0894-AYNMM,2024-10-10,Paid,2024-11-09,Standard,Monthly,,,13.74,1071,31,0,david,India,Rajasthan,Male,1981-08-22 11:31:25,2025-04-04,N,85.0,2.0
1489-UZQXO,2022-07-06,Organic,2023-07-06,Premium,Annual,,,71.74,1936,51,0,samarth,India,Rajasthan,Male,1961-07-22 11:31:25,,,,
0035-IVZHN,2023-10-29,Organic,2023-11-28,Premium,Monthly,,,52.27,1463,51,0,neelima,India,Delhi,Female,1993-05-26 11:31:25,2025-12-20,N,79.0,2.0
8260-DMNBY,2024-07-13,Paid,2025-07-13,Basic,Annual,,,8.01,368,20,0,sachi,India,Delhi,Female,1972-04-07 11:31:25,2026-06-11,Y,35.0,1.0
6762-PXNVO,2022-12-21,Paid,2023-01-20,Basic,Monthly,,,6.7,194,51,0,matthew,India,Nagaland,Male,1982-10-03 11:31:25,2026-04-22,N,76.0,1.0
8747-HWVNA,2022-04-15,Refferal,2022-05-15,Basic,Monthly,,,6.81,490,9,0,max,India,Nagaland,Male,1971-02-15 11:31:25,,,,
9205-WTOGU,2025-02-26,Organic,2026-02-26,Standard,Annual,,,15.45,1096,56,0,tanveer,India,Maharashtra,Male,1991-06-16 11:31:25,2025-11-07,N,73.0,1.0
8955-TFSFL,2023-04-24,Refferal,2024-04-23,Premium,Annual,,,37.12,1262,5,0,oeshi,Nepal,Kathmandu,Female,1967-05-24 11:31:25,2025-07-10,Y,39.0,1.0
4934-MOJUI,2023-07-30,Refferal,2024-07-29,Standard,Annual,2026-04-12,Forgot to cancel trial,12.98,207,73,1,jalsa,India,Karnataka,Female,1970-12-26 11:31:25,,,,
7301-GQXGB,2024-06-04,Organic,2025-06-04,Premium,Annual,2026-04-17,Too expensive,56.15,3144,86,1,frado,India,Karnataka,Male,2005-02-25 11:31:25,2025-03-16,N,84.0,1.0
1072-FQFRV,2021-03-05,Paid,2021-04-04,Standard,Monthly,,,11.32,996,55,0,oviya,India,Telangana,Female,1963-02-27 11:31:25,2026-07-17,N,90.0,1.0
5183-ARNQQ,2024-07-03,Refferal,2025-07-03,Basic,Annual,,,7.74,580,13,0,jacob,India,Karnataka,Male,2001-10-18 11:31:25,,,,
2234-TUWHQ,2025-04-10,Refferal,2025-05-10,Premium,Monthly,2026-05-13,Not enough content,58.28,2447,83,1,jeevika,India,Rajasthan,Female,1957-09-08 11:31:25,,,,
8397-DEQGC,2020-10-11,Refferal,2021-10-11,Standard,Annual,2021-07-15,Too expensive,15.34,414,79,1,falak,India,Maharashtra,Female,2005-12-04 11:31:25,,,,
3170-ILQHP,2026-04-18,Paid,2027-04-18,Premium,Annual,,,81.0,6156,32,0,krisha,India,Rajasthan,Female,,2026-03-05,N,67.0,2.0
2293-XFTQS,2023-01-08,Refferal,2023-02-07,Basic,Monthly,2025-04-05,Too expensive,8.15,733,93,1,vasatika,India,Maharashtra,Female,2008-08-15 11:31:25,,,,
2193-MNKNR,2024-10-07,Organic,2024-11-06,Standard,Monthly,2026-03-05,Too expensive,15.38,353,78,1,indali,India,Delhi,Female,1969-04-12 11:31:25,2025-05-28,Y,39.0,1.0
6358-MLBZI,2022-01-15,Paid,2023-01-15,Premium,Annual,2023-05-01,Forgot to cancel trial,85.36,5633,81,1,sudiksha,India,Meghalaya,Female,1980-04-23 11:31:25,,,,
5653-MMPND,2025-10-08,Paid,2026-10-08,Premium,Annual,,,42.76,3249,16,0,aarnav,India,Meghalaya,Male,1973-06-15 11:31:25,,,,
6732-ABOEQ,2025-02-10,Refferal,2026-02-10,Premium,Annual,2026-05-30,Forgot to cancel trial,67.62,5071,97,1,chatresh,India,Maharashtra,Male,1972-11-02 11:31:25,,,,
3594-VPUVE,2021-08-25,Refferal,2022-08-25,Basic,Annual,2022-03-25,Too expensive,8.01,600,98,1,imaran,India,Rajasthan,Male,1962-11-11 11:31:25,,,,
0639-WNTCR,2023-04-23,Paid,2023-05-23,Standard,Monthly,,,15.8,1422,54,0,yochana,Nepal,Kathmandu,Female,1995-05-26 11:31:25,,,,
9439-CDMGW,2025-11-29,Refferal,2025-12-29,Standard,Monthly,2026-03-16,Switched to competitor,14.92,507,83,1,jeet,India,Telangana,Male,1957-03-06 11:31:25,,,,
4155-GNOPZ,2023-04-06,Paid,2023-05-06,Premium,Monthly,,,73.17,3219,31,0,darsh,India,Uttar Pradesh,Male,2006-11-05 11:31:25,,,,
2650-CNUUP,2024-06-22,Paid,2025-06-22,Standard,Annual,,,12.57,804,62,0,vedika,India,Telangana,Female,1957-02-28 11:31:25,,,,
8536-HZBUE,2026-02-06,Paid,2026-03-08,Premium,Monthly,,,44.97,1169,20,0,nathan,Nepal,Kathmandu,Male,1959-09-14 11:31:25,,,,
5785-RKFAS,2024-02-28,Paid,2024-03-29,Standard,Monthly,,,12.04,951,21,0,timothy,Nepal,Kathmandu,Male,1981-06-29 11:31:25,2026-01-28,N,66.0,1.0
9419-GLJMG,2023-02-03,Organic,2023-03-05,Standard,Monthly,,,15.2,912,36,0,yashawini,India,Uttar Pradesh,Female,1959-02-21 11:31:25,,,,
4314-GCRVB,2025-10-18,Organic,2025-11-17,Premium,Monthly,,,32.96,1351,17,0,udant,Nepal,Kathmandu,Male,2008-02-27 11:31:25,2026-02-15,N,59.0,1.0
1964-XRRPT,2023-03-24,Organic,2023-04-23,Premium,Monthly,2024-07-05,Forgot to cancel trial,91.82,2846,71,1,wazir,India,Uttar Pradesh,Male,1984-12-25 11:31:25,,,,
6933-MONKR,2025-06-19,Paid,2025-07-19,Premium,Monthly,2026-03-02,Forgot to cancel trial,37.47,2173,81,1,jatin,India,Uttar Pradesh,Male,,2025-03-11,N,73.0,1.0
6563-HEDOF,2023-06-04,Paid,2024-06-03,Standard,Annual,,,13.52,1095,37,0,yoshita,India,Nagaland,Female,1990-11-09 11:31:25,,,,
7972-HOOKR,2022-03-20,Paid,2023-03-20,Basic,Annual,2023-05-16,Forgot to cancel trial,7.02,617,90,1,kashvi,India,Uttar Pradesh,Female,1965-04-29 11:31:25,,,,
2859-ZHINU,2024-09-27,Paid,2025-09-27,Premium,Annual,2025-06-02,Not enough content,81.66,4491,90,1,brinda,India,Meghalaya,Female,1969-09-06 11:31:25,2025-02-08,N,67.0,1.0
5950-TNLEW,2022-06-23,Organic,2022-07-23,Premium,Monthly,,,22.03,550,9,0,oliver,India,Meghalaya,Male,1963-11-14 11:31:25,2025-09-19,N,74.0,1.0
4053-TLDNE,2021-07-03,Paid,2022-07-03,Basic,Annual,,,8.78,763,30,0,ekantika,India,Rajasthan,Female,1998-08-07 11:31:25,,,,
8745-IJOUL,2024-08-17,Paid,2024-09-16,Standard,Monthly,,,16.52,264,52,0,rehaan,India,Meghalaya,Male,2003-08-21 11:31:25,2026-01-19,Y,10.0,1.0
3089-KOKET,2023-01-09,Paid,2023-02-08,Standard,Monthly,2024-02-13,Switched to competitor,14.88,565,74,1,azad,India,Meghalaya,Male,1978-03-06 11:31:25,2025-04-19,N,67.0,1.0
8060-EABNE,2023-01-11,Paid,2024-01-11,Basic,Annual,,,7.98,151,24,0,vidhi,India,Uttar Pradesh,Female,1977-07-28 11:31:25,2025-06-24,Y,25.0,2.0
4097-VVDTG,2025-07-25,Paid,2025-08-24,Standard,Monthly,2026-05-17,Forgot to cancel trial,12.93,387,78,1,advaith,India,Maharashtra,Male,1965-02-11 11:31:25,,,,
4895-FXWFC,2023-05-19,Organic,2024-05-18,Premium,Annual,2024-04-20,Poor streaming quality,62.71,1630,91,1,sachi,India,Delhi,Female,1967-06-03 11:31:25,,,,
0983-BQSUD,2022-05-10,Paid,2022-06-09,Standard,Monthly,,,11.23,943,47,0,qushi,India,Rajasthan,Female,1996-01-17 11:31:25,,,,
9284-EJTHV,2025-07-18,Refferal,2026-07-18,Premium,Annual,2026-02-04,Forgot to cancel trial,46.42,2088,80,1,saumya,Nepal,Kathmandu,Female,1997-01-01 11:31:25,,,,
8830-VERTE,2023-09-25,Organic,2024-09-24,Standard,Annual,,,13.9,889,45,0,shaurya,India,Rajasthan,Male,2003-08-17 11:31:25,,,,
9671-GJPBY,2023-06-12,Organic,2023-07-12,Basic,Monthly,,,6.22,149,56,0,januja,India,Karnataka,Female,1962-02-18 11:31:25,2025-08-11,Y,22.0,2.0
8621-ROYOO,2022-07-27,Paid,2022-08-26,Standard,Monthly,,,11.94,716,60,0,saumya,India,Rajasthan,Female,1995-01-01 11:31:25,2025-12-30,N,73.0,2.0
9226-OJOTJ,2025-06-21,Refferal,2026-06-21,Basic,Annual,,,6.85,342,61,0,gayathri,India,Maharashtra,Female,1982-03-17 11:31:25,,,,
9114-OOCLE,2026-04-11,Paid,2026-05-11,Basic,Monthly,,,6.68,587,55,0,devansh,India,Nagaland,Male,1983-08-18 11:31:25,,,,
9752-QAVJU,2025-11-07,Paid,2026-11-07,Standard,Annual,2025-12-13,Not enough content,15.65,1314,88,1,agastya,Nepal,Kathmandu,Male,1967-07-02 11:31:25,2025-10-27,Y,11.0,1.0
6436-ZTOCL,2021-02-13,Paid,2021-03-15,Premium,Monthly,,,70.33,2813,34,0,agastya,India,Rajasthan,Male,2007-12-14 11:31:25,2025-06-30,N,83.0,1.0
1173-GLROC,2021-09-06,Organic,2022-09-06,Basic,Annual,,,8.48,373,15,0,vihaan,India,Nagaland,Male,1958-11-10 11:31:25,,,,
2555-TWCBY,2022-10-26,Paid,2022-11-25,Standard,Monthly,,,14.27,470,47,0,kalpit,Nepal,Kathmandu,Male,1966-09-02 11:31:25,,,,
0301-JXNGB,2023-04-02,Organic,2024-04-01,Premium,Annual,,,26.08,1669,17,0,hitesh,India,Meghalaya,Male,1957-06-08 11:31:25,,,,
8331-ZCIWN,2025-01-05,Paid,2025-02-04,Premium,Monthly,,,19.37,1026,18,0,pahal,India,Uttar Pradesh,Female,1958-08-13 11:31:25,,,,
8212-HBGKZ,2022-03-28,Paid,2022-04-27,Basic,Monthly,2023-08-17,Forgot to cancel trial,8.44,286,83,1,ranveer,Nepal,Kathmandu,Male,1987-05-08 11:31:25,,,,
9918-IOFDO,2022-02-01,Paid,2023-02-01,Premium,Annual,,,29.84,895,14,0,ucchal,India,Meghalaya,Female,2003-09-06 11:31:25,2024-10-19,N,70.0,2.0
4485-DEDAZ,2026-05-21,Paid,2026-06-20,Premium,Monthly,,,63.34,4053,34,0,ati,India,Nagaland,Female,1977-05-27 11:31:25,,,,
2683-FATAH,2021-12-04,Paid,2022-01-03,Premium,Monthly,,,83.0,1660,41,0,pushti,India,Nagaland,Female,1962-08-15 11:31:25,,,,
6232-SKYON,2025-02-16,Refferal,2026-02-16,Premium,Annual,,,91.78,1927,15,0,bhavya,India,Maharashtra,Female,1997-03-15 11:31:25,2025-12-10,N,68.0,1.0
6921-HXRXM,2026-02-05,Refferal,2027-02-05,Premium,Annual,,,71.44,3357,23,0,alexander,India,Karnataka,Male,2005-09-15 11:31:25,,,,
2686-SDCLJ,2025-06-18,Organic,2026-06-18,Basic,Annual,,,6.64,139,29,0,harish,India,Delhi,Male,1990-10-31 11:31:25,2025-11-18,N,68.0,1.0
1926-XYATA,2021-05-13,Paid,2022-05-13,Standard,Annual,,,14.59,1254,55,0,kashvi,India,Maharashtra,Female,2000-12-15 11:31:25,,,,
0801-EBJDA,2023-11-18,Refferal,2023-12-18,Premium,Monthly,,,70.48,5145,50,0,dakshesh,India,Rajasthan,Male,1961-01-31 11:31:25,,,,
0587-CHJJB,2023-04-24,Paid,2024-04-23,Premium,Annual,,,63.89,5238,8,0,janani,India,Meghalaya,Female,1967-08-20 11:31:25,,,,
9908-YZHPI,2025-01-17,Organic,2026-01-17,Basic,Annual,2025-06-02,Switched to competitor,6.92,512,90,1,kabir,India,Rajasthan,Male,2007-03-01 11:31:25,,,,
3396-UZKIO,2024-02-14,Paid,2025-02-13,Standard,Annual,,,15.11,271,56,0,geetika,India,Nagaland,Female,1979-07-06 11:31:25,2026-07-26,N,80.0,1.0
0582-QMQXN,2025-02-09,Paid,2025-03-11,Premium,Monthly,,,33.61,2016,7,0,dakshesh,India,Telangana,Male,1961-09-17 11:31:25,,,,
4595-VIJNE,2026-03-08,Paid,2027-03-08,Premium,Annual,,,35.81,1504,36,0,gautami,India,Karnataka,Female,1984-05-05 11:31:25,2024-11-08,N,62.0,1.0
7270-NUXEI,2025-12-23,Paid,2026-12-23,Standard,Annual,,,15.34,1242,10,0,amara,India,Meghalaya,Female,1969-07-17 11:31:25,2026-06-15,N,52.0,2.0
5119-ATQFF,2022-12-01,Paid,2023-12-01,Premium,Annual,2023-10-01,Not enough content,33.48,2946,77,1,riya,India,Uttar Pradesh,Female,1981-02-23 11:31:25,2026-01-25,N,84.0,1.0
2131-AXBJC,2024-01-16,Organic,2024-02-15,Standard,Monthly,,,16.53,429,55,0,bishakha,India,Uttar Pradesh,Female,1984-09-19 11:31:25,,,,
7672-CIQTM,2021-03-22,Organic,2022-03-22,Standard,Annual,2023-12-12,Poor streaming quality,13.92,501,79,1,jairaj,Nepal,Kathmandu,Male,1991-11-11 11:31:25,,,,
9903-ONKSC,2025-07-11,Refferal,2026-07-11,Premium,Annual,,,22.94,1605,53,0,nidhi,India,Meghalaya,Female,1992-08-23 11:31:25,,,,
9293-UOGRC,2025-03-20,Paid,2025-04-19,Premium,Monthly,,,62.86,3960,23,0,darpan,Nepal,Kathmandu,Male,1998-03-20 11:31:25,,,,
1007-CVXXQ,2022-08-20,Paid,2022-09-19,Standard,Monthly,2025-02-10,Not enough content,14.41,374,88,1,anvi,India,Delhi,Female,1982-11-02 11:31:25,2025-06-30,N,58.0,2.0
0870-AOZCH,2024-05-11,Refferal,2024-06-10,Standard,Monthly,,,14.32,973,12,0,yashica,India,Telangana,Female,1991-01-11 11:31:25,2025-06-24,Y,33.0,2.0
7155-ZDDUW,2021-03-30,Paid,2021-04-29,Standard,Monthly,,,14.62,657,48,0,wishi,India,Telangana,Female,1997-06-14 11:31:25,,,,
6731-YOAAM,2024-04-16,Paid,2025-04-16,Standard,Annual,,,16.33,391,46,0,pratyush,India,Karnataka,Male,2003-11-30 11:31:25,,,,
9496-IBIUM,2024-09-14,Paid,2025-09-14,Premium,Annual,2024-11-20,Not enough content,22.6,406,79,1,victor,India,Rajasthan,Male,1983-02-13 11:31:25,,,,
2077-NWHDH,2021-08-25,Organic,2021-09-24,Standard,Monthly,2022-02-28,Too expensive,12.07,410,96,1,urishilla,India,Karnataka,Female,1970-03-31 11:31:25,,,,
6765-UGLQF,2026-03-10,Paid,2027-03-10,Basic,Annual,,,9.68,619,33,0,yutika,India,Meghalaya,Female,1967-02-03 11:31:25,2025-03-06,N,68.0,1.0
7353-JINYC,2023-04-24,Paid,2023-05-24,Premium,Monthly,,,75.98,6838,52,0,warhi,India,Telangana,Female,1981-02-21 11:31:25,2026-04-16,N,61.0,1.0
0173-RVACC,2022-06-28,Organic,2023-06-28,Standard,Annual,,,14.59,379,57,0,krish,India,Meghalaya,Male,,,,,
6159-RXOZX,2025-05-31,Paid,2026-05-31,Basic,Annual,2025-07-22,Not enough content,9.07,199,82,1,krisha,India,Uttar Pradesh,Female,1963-06-25 11:31:25,2026-05-27,N,81.0,2.0
3287-PEMDT,2024-12-14,Organic,2025-01-13,Standard,Monthly,2025-02-05,Poor streaming quality,13.98,685,74,1,keya,India,Uttar Pradesh,Female,1965-12-14 11:31:25,,,,
6411-ONYML,2022-07-28,Refferal,2023-07-28,Premium,Annual,2022-12-03,Switched to competitor,92.36,5633,87,1,sachi,India,Karnataka,Female,1956-12-25 11:31:25,,,,
5571-CLTQE,2025-07-13,Refferal,2026-07-13,Premium,Annual,2026-07-31,Forgot to cancel trial,73.14,3291,85,1,yug,India,Nagaland,Male,1991-09-07 11:31:25,2025-01-23,N,78.0,2.0
0268-ABUBD,2022-08-05,Paid,2022-09-04,Premium,Monthly,,,19.42,893,47,0,kai,India,Uttar Pradesh,Male,2004-10-28 11:31:25,,,,
0235-EBHUL,2023-11-01,Organic,2024-10-31,Premium,Annual,,,48.14,4043,11,0,lakshit,India,Karnataka,Male,1976-06-22 11:31:25,2025-09-02,Y,11.0,2.0
6801-EJEGP,2024-10-11,Organic,2025-10-11,Premium,Annual,,,62.52,4689,47,0,kavya,India,Telangana,Female,1958-02-02 11:31:25,2025-08-13,Y,24.0,1.0
2859-PAEMY,2024-08-10,Refferal,2024-09-09,Premium,Monthly,2026-05-28,Too expensive,75.07,3753,71,1,jai,India,Rajasthan,Male,2006-09-21 11:31:25,2025-12-06,N,80.0,2.0
5966-HLIUT,2021-03-04,Paid,2022-03-04,Premium,Annual,,,42.44,2376,17,0,abhiram,India,Delhi,Male,1959-04-18 11:31:25,,,,
5343-FGKFX,2022-12-18,Paid,2023-12-18,Premium,Annual,2024-11-19,Too expensive,32.55,618,92,1,janya,India,Maharashtra,Female,1969-09-09 11:31:25,,,,
4597-DWLEI,2022-05-26,Paid,2022-06-25,Basic,Monthly,2024-11-02,Too expensive,8.36,384,80,1,keya,India,Delhi,Female,2006-04-11 11:31:25,2025-10-20,N,59.0,1.0
0083-KBZTN,2023-10-27,Paid,2024-10-26,Standard,Annual,,,13.14,223,33,0,vritti,India,Karnataka,Female,1978-04-07 11:31:25,,,,
2650-SWTAL,2023-01-31,Paid,2023-03-02,Premium,Monthly,2024-08-20,Forgot to cancel trial,69.8,5863,88,1,orinder,India,Telangana,Male,1989-12-01 11:31:25,,,,
1326-QIYNX,2022-08-29,Refferal,2022-09-28,Premium,Monthly,2023-05-03,Poor streaming quality,33.34,2967,97,1,noah,India,Telangana,Male,1960-05-09 11:31:25,,,,
3437-TTIXN,2022-03-12,Paid,2023-03-12,Basic,Annual,,,9.59,220,15,0,utkarsh,India,Rajasthan,Male,2000-04-22 11:31:25,,,,
7501-CKEYC,2021-12-18,Organic,2022-12-18,Premium,Annual,,,27.89,474,21,0,ladli,India,Delhi,Female,1975-01-05 11:31:25,2026-01-30,N,83.0,1.0
6745-PRUMR,2021-04-29,Refferal,2021-05-29,Premium,Monthly,2022-12-17,Poor streaming quality,39.6,1425,89,1,nakul,India,Uttar Pradesh,Male,1968-07-10 11:31:25,,,,
8770-HZVSR,2021-09-27,Paid,2022-09-27,Standard,Annual,,,12.89,1082,65,0,hiral,India,Maharashtra,Female,2008-03-25 11:31:25,2026-02-11,N,75.0,1.0
2381-YYEZO,2024-10-20,Refferal,2025-10-20,Premium,Annual,,,86.01,6536,60,0,manya,India,Meghalaya,Female,1982-09-09 11:31:25,2026-08-04,Y,10.0,1.0
3610-LCBQP,2026-04-11,Refferal,2027-04-11,Premium,Annual,,,32.57,716,61,0,lohit,India,Meghalaya,Male,1964-03-09 11:31:25,,,,
6513-DWJJH,2022-05-05,Refferal,2022-06-04,Premium,Monthly,,,85.32,7678,41,0,gunbir,India,Karnataka,Male,1996-07-16 11:31:25,2025-05-11,N,83.0,1.0
1083-YPJAQ,2020-09-19,Paid,2020-10-19,Basic,Monthly,,,7.2,532,17,0,nidhi,India,Uttar Pradesh,Female,1968-12-20 11:31:25,2025-09-15,Y,40.0,1.0
7742-DRHEX,2020-11-24,Paid,2020-12-24,Standard,Monthly,,,15.11,936,35,0,mahika,India,Meghalaya,Female,1962-09-03 11:31:25,,,,
0287-VEBIW,2023-10-27,Refferal,2023-11-26,Standard,Monthly,,,14.76,531,37,0,avi,India,Meghalaya,Male,1988-08-15 11:31:25,2026-01-12,N,69.0,1.0
5939-CPVAN,2024-04-21,Refferal,2024-05-21,Basic,Monthly,,,8.44,700,48,0,dev,India,Rajasthan,Male,1971-04-25 11:31:25,,,,
1867-KXDDA,2021-03-24,Refferal,2021-04-23,Basic,Monthly,2022-07-16,Not enough content,6.88,213,76,1,xalak,India,Delhi,Female,2003-08-14 11:31:25,2024-08-29,N,57.0,1.0
7934-TBCUN,2023-05-03,Organic,2024-05-02,Standard,Annual,,,16.4,426,12,0,lucky,India,Meghalaya,Male,1983-10-01 11:31:25,,,,
4544-YJENS,2022-08-06,Organic,2023-08-06,Premium,Annual,2025-06-18,Poor streaming quality,91.01,5551,92,1,urvi,India,Karnataka,Female,1957-12-10 11:31:25,,,,
7203-RCVZL,2022-02-02,Refferal,2023-02-02,Premium,Annual,,,24.16,1763,41,0,atharv,India,Rajasthan,Male,1966-08-01 11:31:25,,,,
7273-FKZLW,2021-04-17,Paid,2021-05-17,Standard,Monthly,,,13.36,480,7,0,william,India,Rajasthan,Male,2000-10-17 11:31:25,2024-10-07,Y,37.0,1.0
2011-GLMTT,2021-01-23,Paid,2022-01-23,Standard,Annual,,,13.93,250,9,0,yatan,India,Telangana,Male,1992-12-20 11:31:25,,,,
1117-MAEPI,2021-07-05,Paid,2022-07-05,Premium,Annual,,,37.61,3159,4,0,avni,India,Karnataka,Female,2003-05-02 11:31:25,,,,
0517-ZWDLW,2021-02-15,Paid,2021-03-17,Premium,Monthly,,,75.29,6399,46,0,nidra,India,Delhi,Female,1983-11-16 11:31:25,,,,
7697-MWNKM,2021-04-26,Organic,2022-04-26,Standard,Annual,,,15.44,895,27,0,kritika,Nepal,Kathmandu,Female,1982-03-16 11:31:25,2026-03-02,N,72.0,1.0
4001-GQPXB,2025-02-04,Organic,2025-03-06,Standard,Monthly,,,15.17,955,39,0,jeevika,India,Maharashtra,Female,1960-01-15 11:31:25,2025-05-26,N,56.0,1.0
3373-INTIP,2022-05-07,Refferal,2023-05-07,Basic,Annual,,,7.6,197,48,0,vaishnavi,India,Uttar Pradesh,Female,1963-06-12 11:31:25,,,,
1552-PHONL,2022-05-24,Paid,2022-06-23,Premium,Monthly,2022-07-16,Forgot to cancel trial,51.98,1975,88,1,upadhriti,India,Meghalaya,Female,1983-08-05 11:31:26,,,,
7656-GQVWX,2024-02-22,Organic,2024-03-23,Basic,Monthly,,,7.63,312,57,0,bhanumati,Nepal,Kathmandu,Female,1989-05-14 11:31:26,2026-07-14,Y,17.0,2.0
3144-AUIMZ,2024-03-26,Paid,2024-04-25,Premium,Monthly,,,21.16,465,58,0,hemang,India,Nagaland,Male,,,,,
5143-PWXKJ,2024-06-07,Organic,2025-06-07,Basic,Annual,,,9.72,437,41,0,kevin,India,Delhi,Male,2007-11-29 11:31:26,2024-12-26,N,65.0,2.0
3571-DEZLG,2021-07-15,Organic,2022-07-15,Basic,Annual,,,9.74,525,4,0,bishakha,India,Rajasthan,Female,1966-10-27 11:31:26,,,,
9925-ATUBX,2023-03-25,Refferal,2023-04-24,Premium,Monthly,,,18.58,873,22,0,samarth,India,Telangana,Male,1989-03-29 11:31:26,2025-10-29,Y,16.0,2.0
6656-UHCUM,2022-04-18,Paid,2022-05-18,Premium,Monthly,,,79.0,1422,51,0,kala,India,Rajasthan,Female,1965-09-10 11:31:26,2025-03-15,N,58.0,1.0
3278-QICEN,2021-01-17,Paid,2021-02-16,Standard,Monthly,,,15.11,604,8,0,vasana,Nepal,Kathmandu,Female,1993-07-01 11:31:26,2025-02-07,N,86.0,1.0
0376-YQQXZ,2025-03-02,Organic,2026-03-02,Standard,Annual,,,15.3,1116,55,0,kevin,India,Delhi,Male,1995-03-02 11:31:26,,,,
1941-FFYVG,2023-01-30,Paid,2024-01-30,Premium,Annual,2025-08-25,Too expensive,28.94,1794,88,1,ira,India,Telangana,Female,1976-01-10 11:31:26,,,,
7506-CMWZK,2024-05-12,Organic,2024-06-11,Premium,Monthly,,,44.56,891,3,0,jeevika,India,Telangana,Female,1979-09-04 11:31:26,2026-06-16,N,75.0,1.0
2166-ZOPGN,2021-01-17,Organic,2022-01-17,Premium,Annual,,,90.99,6369,21,0,ekavir,Nepal,Kathmandu,Male,2004-04-09 11:31:26,,,,
4312-PTGIX,2025-03-12,Refferal,2026-03-12,Standard,Annual,,,15.23,1187,5,0,gayathri,India,Delhi,Female,1996-02-28 11:31:26,2026-04-15,N,59.0,2.0
1533-FHVTV,2023-03-01,Refferal,2023-03-31,Basic,Monthly,2023-11-20,Poor streaming quality,8.7,539,88,1,mitali,India,Nagaland,Female,1957-01-21 11:31:26,,,,
1737-VDCVR,2024-08-06,Paid,2024-09-05,Premium,Monthly,2024-10-09,Not enough content,89.8,5028,95,1,vivaan,India,Maharashtra,Male,1960-08-14 11:31:26,2026-01-14,N,74.0,1.0
